FEATURE_NAME,FEATURE_EXTRACTOR,CLASS,SCORE
F_CI_Cell_0_CNUNE_2_1_3_KwrdInAnn_$_Cell,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.n.component.fe.FocusElementKeywordsFE@44106209059ceab112eaab8807c093f4,S-total_amount,0.4132
tokenOcr_LEFT_2,c.w.nlp.uima.fe.onlinemodel.LineTokenOcrFE@a3562b62691b58b9e928f1a7075a72ab,S-total_amount,-0.4081
tokenOcr_LEFT_1=total,c.w.nlp.uima.fe.onlinemodel.LineTokenOcrFE@a3562b62691b58b9e928f1a7075a72ab,S-total_amount,0.4059
F_FL_0_5_4_CI_NamedEntity_0_ElementProperty_mentionType=companySuffix,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@79733beb6dc6bf4fc345d262b6b91b9c,S-total_amount,0.4016
"F_FL_0_3_0_special_char=,",c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.SpecialCharFE@8e6f1ce5f0f7d2251f7e30af782b0029,S-total_amount,-0.3985
total_amount_match_table_row_header,c.w.a.f.t.MatchFullColumnOrRowWithSpecifiedHeaderFeatureExtractor@b86a5605359b1e33c3c28ec0742993db,S-total_amount,0.3823
"special_char=,",c.w.nlp.uima.fe.token.SpecialCharFE@6b459f5451e4fe06fd4e40ac8aa4833d,S-total_amount,0.3686
total_amount_match_table_column_header,c.w.a.f.t.MatchFullColumnOrRowWithSpecifiedHeaderFeatureExtractor@d950a7ff57bf4a5d01fee338a23923b8,S-total_amount,0.3642
F_FL_0_5_4_CI_NamedEntity_0_ElementProperty_mentionType=invoice_date,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@79733beb6dc6bf4fc345d262b6b91b9c,S-total_amount,-0.3575
NGW_W3_PR_0_3_0_F_CI_NamedEntity_0_ElementProperty_mentionType=invoiceTotalAmountMarkerWords=1.0_F_CI_NamedEntity_1_ElementProperty_mentionType=invoiceTotalAmountMarkerWords=1.0_F_CI_NamedEntity_0_ElementProperty_mentionType=invoiceTotalAmountMarkerWords=1.0_F_CI_NamedEntity_1_ElementProperty_mentionType=invoiceTotalAmountMarkerWords=1.0,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@038141d1376200adf1430d793ca03bda,S-total_amount,0.3494
F_FL_0_5_4_CI_NamedEntity_0_ElementProperty_mentionType=priceWithoutCurrency,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@79733beb6dc6bf4fc345d262b6b91b9c,S-total_amount,-0.3494
FNF_priceWithoutCurrency_Line,c.w.v.s.n.c.fe.ner.IsFirstNerInFocusElementFE@27fbe940416e0e83ba7bb931cd40cc3a,S-total_amount,0.3485
F_CI_Line_0_LNR_2_1_KwrdInAnn_invoice_Line,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.n.component.fe.FocusElementKeywordsFE@8a1c521f8f900bed9d0fbda9408203cc,S-total_amount,0.3401
NGW_W3_PR_0_3_0_F_CI_NamedEntity_0_ElementProperty_mentionType=priceWithoutCurrency=1.0_F_CI_NamedEntity_1_ElementProperty_mentionType=priceWithoutCurrency=1.0,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@038141d1376200adf1430d793ca03bda,S-total_amount,0.3399
NGW_W3_PR_0_3_0_special_char=.=1.0,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.SpecialCharFE@1d57c3c5651f0ef5f6e45481fd6320be,S-total_amount,-0.3339
LNIFA_priceWithoutCurrency_LayoutBlock,c.w.v.s.n.c.fe.ner.IsLastNerInFocusElementFE@fb4e8d9dbf8464c604ace1c964402e46,S-total_amount,0.3289
F_FL_0_3_1_SmlKwrds_8_0_other,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.n.component.fe.SimilarityToKeywordsFE@253cf45d58ebcefeafa19d1a54f9bba7,S-total_amount,0.3272
