CHAIN,CORRECT,TOTAL,ACCURACY
CurrencyRemoveNormalizer->DecimalNumberFormatNormalizer->AmountFormatNormalizer->WhitespaceRemoveNormalizer,336,356,0.9438202247191011
CurrencyRemoveNormalizer->DecimalNumberFormatNormalizer->WhitespaceRemoveNormalizer->AmountFormatNormalizer,330,356,0.9269662921348315
CurrencyRemoveNormalizer->WhitespaceRemoveNormalizer->DecimalNumberFormatNormalizer->AmountFormatNormalizer,330,356,0.9269662921348315
CurrencyRemoveNormalizer->WhitespaceRemoveNormalizer->AmountFormatNormalizer->DecimalNumberFormatNormalizer,331,356,0.9297752808988764
AmountFormatNormalizer->CurrencyRemoveNormalizer->DecimalNumberFormatNormalizer->WhitespaceRemoveNormalizer,337,356,0.9466292134831461
AmountFormatNormalizer->CurrencyRemoveNormalizer->WhitespaceRemoveNormalizer->DecimalNumberFormatNormalizer,337,356,0.9466292134831461
AmountFormatNormalizer->DecimalNumberFormatNormalizer->CurrencyRemoveNormalizer->WhitespaceRemoveNormalizer,337,356,0.9466292134831461
AmountFormatNormalizer->DecimalNumberFormatNormalizer->WhitespaceRemoveNormalizer->CurrencyRemoveNormalizer,337,356,0.9466292134831461
AmountFormatNormalizer->WhitespaceRemoveNormalizer->DecimalNumberFormatNormalizer->CurrencyRemoveNormalizer,337,356,0.9466292134831461
AmountFormatNormalizer->WhitespaceRemoveNormalizer->CurrencyRemoveNormalizer->DecimalNumberFormatNormalizer,337,356,0.9466292134831461
DecimalNumberFormatNormalizer->AmountFormatNormalizer->CurrencyRemoveNormalizer->WhitespaceRemoveNormalizer,336,356,0.9438202247191011
DecimalNumberFormatNormalizer->AmountFormatNormalizer->WhitespaceRemoveNormalizer->CurrencyRemoveNormalizer,336,356,0.9438202247191011
DecimalNumberFormatNormalizer->CurrencyRemoveNormalizer->AmountFormatNormalizer->WhitespaceRemoveNormalizer,336,356,0.9438202247191011
DecimalNumberFormatNormalizer->CurrencyRemoveNormalizer->WhitespaceRemoveNormalizer->AmountFormatNormalizer,330,356,0.9269662921348315
DecimalNumberFormatNormalizer->WhitespaceRemoveNormalizer->CurrencyRemoveNormalizer->AmountFormatNormalizer,330,356,0.9269662921348315
DecimalNumberFormatNormalizer->WhitespaceRemoveNormalizer->AmountFormatNormalizer->CurrencyRemoveNormalizer,330,356,0.9269662921348315
WhitespaceRemoveNormalizer->AmountFormatNormalizer->DecimalNumberFormatNormalizer->CurrencyRemoveNormalizer,331,356,0.9297752808988764
WhitespaceRemoveNormalizer->AmountFormatNormalizer->CurrencyRemoveNormalizer->DecimalNumberFormatNormalizer,331,356,0.9297752808988764
WhitespaceRemoveNormalizer->DecimalNumberFormatNormalizer->AmountFormatNormalizer->CurrencyRemoveNormalizer,330,356,0.9269662921348315
WhitespaceRemoveNormalizer->DecimalNumberFormatNormalizer->CurrencyRemoveNormalizer->AmountFormatNormalizer,330,356,0.9269662921348315
WhitespaceRemoveNormalizer->CurrencyRemoveNormalizer->DecimalNumberFormatNormalizer->AmountFormatNormalizer,330,356,0.9269662921348315
WhitespaceRemoveNormalizer->CurrencyRemoveNormalizer->AmountFormatNormalizer->DecimalNumberFormatNormalizer,331,356,0.9297752808988764
CurrencyRemoveNormalizer->AmountFormatNormalizer->DecimalNumberFormatNormalizer->DictionaryReplacementNormalizer,337,356,0.9466292134831461
CurrencyRemoveNormalizer->AmountFormatNormalizer->DictionaryReplacementNormalizer->DecimalNumberFormatNormalizer,337,356,0.9466292134831461
CurrencyRemoveNormalizer->DecimalNumberFormatNormalizer->AmountFormatNormalizer->DictionaryReplacementNormalizer,336,356,0.9438202247191011
CurrencyRemoveNormalizer->DecimalNumberFormatNormalizer->DictionaryReplacementNormalizer->AmountFormatNormalizer,336,356,0.9438202247191011
