ACCURACY,RATE
0.000,0.8263555250514756
0.005,0.8263555250514756
0.010,0.8263555250514756
0.015,0.8263555250514756
0.020,0.8263555250514756
0.025,0.8263555250514756
0.030,0.8263555250514756
0.035,0.8263555250514756
0.040,0.8263555250514756
0.045,0.8263555250514756
0.050,0.8263555250514756
0.055,0.8263555250514756
0.060,0.8263555250514756
0.065,0.8263555250514756
0.070,0.8263555250514756
0.075,0.8263555250514756
0.080,0.8263555250514756
0.085,0.8263555250514756
0.090,0.8263555250514756
0.095,0.8263555250514756
0.100,0.8263555250514756
0.105,0.8263555250514756
0.110,0.8263555250514756
0.115,0.8263555250514756
0.120,0.8263555250514756
0.125,0.8263555250514756
0.130,0.8263555250514756
0.135,0.8263555250514756
0.140,0.8263555250514756
0.145,0.8263555250514756
0.150,0.8263555250514756
0.155,0.8263555250514756
0.160,0.8263555250514756
0.165,0.8263555250514756
0.170,0.8263555250514756
0.175,0.8263555250514756
0.180,0.8263555250514756
0.185,0.8263555250514756
0.190,0.8263555250514756
0.195,0.8263555250514756
0.200,0.8263555250514756
0.205,0.8263555250514756
0.210,0.8263555250514756
0.215,0.8263555250514756
0.220,0.8263555250514756
0.225,0.8263555250514756
0.230,0.8263555250514756
0.235,0.8263555250514756
0.240,0.8263555250514756
0.245,0.8263555250514756
0.250,0.8263555250514756
0.255,0.8263555250514756
0.260,0.8263555250514756
0.265,0.8263555250514756
0.270,0.8263555250514756
0.275,0.8263555250514756
0.280,0.8263555250514756
0.285,0.8263555250514756
0.290,0.8263555250514756
0.295,0.8263555250514756
0.300,0.8263555250514756
0.305,0.8263555250514756
0.310,0.8263555250514756
0.315,0.8263555250514756
0.320,0.8263555250514756
0.325,0.8263555250514756
0.330,0.8263555250514756
0.335,0.8263555250514756
0.340,0.8263555250514756
0.345,0.8263555250514756
0.350,0.8263555250514756
0.355,0.8263555250514756
0.360,0.8263555250514756
0.365,0.8263555250514756
0.370,0.8263555250514756
0.375,0.8263555250514756
0.380,0.8263555250514756
0.385,0.8263555250514756
0.390,0.8263555250514756
0.395,0.8263555250514756
0.400,0.8263555250514756
0.405,0.8263555250514756
0.410,0.8263555250514756
0.415,0.8263555250514756
0.420,0.8263555250514756
0.425,0.8263555250514756
0.430,0.8263555250514756
0.435,0.8263555250514756
0.440,0.8263555250514756
0.445,0.8263555250514756
0.450,0.8263555250514756
0.455,0.8263555250514756
0.460,0.8263555250514756
0.465,0.8263555250514756
0.470,0.8263555250514756
0.475,0.8263555250514756
0.480,0.8263555250514756
0.485,0.8263555250514756
0.490,0.8263555250514756
0.495,0.8263555250514756
0.500,0.8263555250514756
0.505,0.8263555250514756
0.510,0.8263555250514756
0.515,0.8263555250514756
0.520,0.8263555250514756
0.525,0.8263555250514756
0.530,0.8263555250514756
0.535,0.8263555250514756
0.540,0.8263555250514756
0.545,0.8263555250514756
0.550,0.8263555250514756
0.555,0.8263555250514756
0.560,0.8263555250514756
0.565,0.8263555250514756
0.570,0.8263555250514756
0.575,0.8263555250514756
0.580,0.8263555250514756
0.585,0.8263555250514756
0.590,0.8263555250514756
0.595,0.8263555250514756
0.600,0.8263555250514756
0.605,0.8263555250514756
0.610,0.8263555250514756
0.615,0.8263555250514756
0.620,0.8263555250514756
0.625,0.8263555250514756
0.630,0.8263555250514756
0.635,0.8263555250514756
0.640,0.8263555250514756
0.645,0.8263555250514756
0.650,0.8263555250514756
0.655,0.8263555250514756
0.660,0.8263555250514756
0.665,0.8263555250514756
0.670,0.8263555250514756
0.675,0.8263555250514756
0.680,0.8263555250514756
0.685,0.8263555250514756
0.690,0.8263555250514756
0.695,0.8263555250514756
0.700,0.8263555250514756
0.705,0.8263555250514756
0.710,0.8263555250514756
0.715,0.8263555250514756
0.720,0.8263555250514756
0.725,0.8263555250514756
0.730,0.8263555250514756
0.735,0.8263555250514756
0.740,0.8263555250514756
0.745,0.8263555250514756
0.750,0.8263555250514756
0.755,0.8263555250514756
0.760,0.8263555250514756
0.765,0.8263555250514756
0.770,0.8263555250514756
0.775,0.8263555250514756
0.780,0.8263555250514756
0.785,0.8263555250514756
0.790,0.8263555250514756
0.795,0.8263555250514756
0.800,0.8263555250514756
0.805,0.8263555250514756
0.810,0.8263555250514756
0.815,0.8263555250514756
0.820,0.8263555250514756
0.825,0.8263555250514756
0.830,0.8263555250514756
0.835,0.8263555250514756
0.840,0.8263555250514756
0.845,0.8263555250514756
0.850,0.8263555250514756
0.855,0.8263555250514756
0.860,0.8263555250514756
0.865,0.8263555250514756
0.870,0.8263555250514756
0.875,0.8263555250514756
0.880,0.8263555250514756
0.885,0.8263555250514756
0.890,0.8263555250514756
0.895,0.8263555250514756
0.900,0.8263555250514756
0.905,0.8263555250514756
0.910,0.8263555250514756
0.915,0.8229238160603981
0.920,0.8229238160603981
0.925,0.8201784488675360
0.930,0.8194921070693205
0.935,0.8160603980782429
0.940,0.8119423472889499
0.945,0.8071379547014413
0.950,0.7961564859299931
0.955,0.7810569663692519
0.960,0.7494852436513384
0.965,0.7302676733013040
0.970,0.6938915579958820
0.975,0.6787920384351407
0.980,0.6424159231297186
0.985,0.4838709677419355
0.990,0.3919011667810570
0.995,0.3466026080988332
1.000,0.3452299245024022
