FEATURE_NAME,FEATURE_EXTRACTOR,CLASS,SCORE
F_CI_Line_0_LNR_2_0_ALC_AutoMLLine=$10.00,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@1fa3eff0939e2777b5729dfce9f3aca4,E-product,0.3565
F_CI_Line_0_LNL_2_0_ALC_AutoMLLine=1,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@564edfe7d3e09967de9e1f01a003f317,E-product,0.3525
F_CI_Cell_0_CNUNE_2_0_0_ALC_AutoMLCell=description,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@d83e0a15ea7ed60dd4ca0e6009c6524c,E-product,0.3485
"NGW_W2_PR_0_3_0_special_char=$=1.0_special_char=,=1.0_special_char=.=1.0",c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.SpecialCharFE@fd278929f08491bc4e25e99fb8dac064,E-product,0.3472
F_FL_0_3_2_ALC_AutoMLToken=11,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@ccdff18b2b1fc87d90385c212103873e,E-product,-0.3446
FirstTopNonNumberCell__EMPTY_,c.w.n.u.f.onlinemodel.NearestTopNonNumberCellFE@b5ea5d89df581005bc685adf519ad27e,E-product,-0.3424
F_CI_Line_0_PR_0_2_1_ALC_AutoMLLine=s,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@26031e0075c4a67c647674602c0353b0,E-product,0.3393
F_CI_Cell_0_CNFIC_2_0_1_ALC_AutoMLCell=description,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@a1f120fc1e5d8f8bea43b7dedd118a80,E-product,0.3378
TRIR_Development,c.w.n.u.f.c.t.FocusElementRepeatedInSearchElementFE@cab42e99ea83d379cdcc45ee8623d3a3,E-product,0.3336
F_PR_0_3_1_ALC_AutoMLToken=110,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@d7291e75fc9cf1ce5f016b31ebff9e4f,E-product,0.3317
F_FL_0_3_0_ALC_AutoMLToken=$100,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@ccdff18b2b1fc87d90385c212103873e,E-product,0.3293
LineNumberInCell_4,c.w.n.u.fe.cell.lineFEs.LineNumberInCellFE@8774faf39b8cb961b4ac153f28643031,E-product,-0.3279
PNnECh_2=UM,c.w.n.u.f.cell.charFEs.PreviousNnonEmptyCharsFE@c75f82e0c44297e7e2026fcc8012fb67,E-product,0.3275
LeftmostCell_6112016,c.w.n.uima.fe.onlinemodel.FirstLeftCellFE@cfa4b4e9fb2ab911f16ac8089c15d01f,E-product,0.3273
F_FL_0_3_0_ALC_AutoMLToken=10.00,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@ccdff18b2b1fc87d90385c212103873e,E-product,0.3264
F_PR_0_3_2_ALC_AutoMLToken=car,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@d7291e75fc9cf1ce5f016b31ebff9e4f,E-product,0.3227
CFRSCCT_Itom,c.w.n.u.f.c.r.CellFirstRowSameColumnCoveredTokenFE@2e208bcb3c848af9798234d5659767b9,E-product,0.3210
