FEATURE_NAME,FEATURE_EXTRACTOR,CLASS,SCORE
F_PR_0_3_1_F_CI_NamedEntity_1_ElementProperty_mentionType=supplier_name,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@784c19393e7b9a1f2627f5a643aa2054,I-email,-0.0953
F_PR_0_3_1_F_CI_NamedEntity_0_ElementProperty_mentionType=supplier_name,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@784c19393e7b9a1f2627f5a643aa2054,I-email,-0.0952
NGW_W3_PR_0_3_0_F_CI_NamedEntity_0_ElementProperty_mentionType=supplier_name=1.0_F_CI_NamedEntity_1_ElementProperty_mentionType=supplier_name=1.0_F_CI_NamedEntity_0_ElementProperty_mentionType=supplier_name=1.0_F_CI_NamedEntity_1_ElementProperty_mentionType=supplier_name=1.0,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@038141d1376200adf1430d793ca03bda,I-email,-0.0942
posIn_Token_Line_5,c.w.v.s.nlp.component.fe.PositionInCoveringFE@4344423c75b48ca29332d66e4e490e14,I-email,-0.0915
B-NER_phone,c.w.n.uima.fe.token.IsBeginOfNamedEntityFE@362be1e74e203c25b846896511262cdc,I-email,-0.0887
F_FL_0_3_0_special_char=.,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.SpecialCharFE@8e6f1ce5f0f7d2251f7e30af782b0029,I-email,0.0871
PNnECh_1=.,c.w.n.u.f.cell.charFEs.PreviousNnonEmptyCharsFE@cbd622ef0ba3cde30d7b8e5d4af8e0d7,I-email,-0.0855
FNF_phone_Content,c.w.v.s.n.c.fe.ner.IsFirstNerInFocusElementFE@a4996df86dee6ab6b90dcfe20d837f54,I-email,-0.0853
EmptyCellCountGreaterEquals_1,c.w.n.u.f.c.c.CellEmptyCellsCountInColumnFE@5bd1f74ff44aac31a4d4ce0350700f4c,I-email,0.0852
F_FL_0_3_2_special_char=.,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.SpecialCharFE@8e6f1ce5f0f7d2251f7e30af782b0029,I-email,0.0817
NGW_W2_PR_0_3_1_F_CI_NamedEntity_0_ElementProperty_mentionType=supplier_name=1.0_F_CI_NamedEntity_1_ElementProperty_mentionType=supplier_name=1.0,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@2757c514413c1cbb64a344f8771e47c0,I-email,0.0785
NGW_W3_PR_0_3_0_special_char=.=1.0,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.SpecialCharFE@1d57c3c5651f0ef5f6e45481fd6320be,I-email,-0.0782
F_PR_0_3_1_special_char=-,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.SpecialCharFE@08da2c68c7240921a5ba223e196c039d,I-email,0.0772
FNF_supplier_name_Cell,c.w.v.s.n.c.fe.ner.IsFirstNerInFocusElementFE@d0f2209505a3e8293e2c6966a6aa03c1,I-email,0.0765
email_feature,c.w.a.f.g.IsCoveredWithParticularNerFeatureExtractor@b219515919b309b02aa1b4967f2ff742,I-email,-0.0690
NGW_W3_PR_0_3_0_special_char=-=1.0,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.SpecialCharFE@1d57c3c5651f0ef5f6e45481fd6320be,I-email,0.0683
