FEATURE_NAME,FEATURE_EXTRACTOR,CLASS,SCORE
NGW_W3_PR_0_3_0_F_CI_NamedEntity_0_ElementProperty_mentionType=supplier_name=1.0_F_CI_NamedEntity_1_ElementProperty_mentionType=supplier_name=1.0_F_CI_NamedEntity_0_ElementProperty_mentionType=supplier_name=1.0_F_CI_NamedEntity_1_ElementProperty_mentionType=supplier_name=1.0,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@038141d1376200adf1430d793ca03bda,B-email,0.1710
F_PR_0_3_0_special_char=@,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.SpecialCharFE@08da2c68c7240921a5ba223e196c039d,B-email,-0.1699
PNnECh_1=:,c.w.n.u.f.cell.charFEs.PreviousNnonEmptyCharsFE@cbd622ef0ba3cde30d7b8e5d4af8e0d7,B-email,-0.1668
KwrdInAnn_email_Line,c.w.v.s.n.component.fe.FocusElementKeywordsFE@ddc8a42afdac711e5c9f64fdedd495ed,B-email,0.1663
posIn_Line_Cell_0,c.w.v.s.nlp.component.fe.PositionInCoveringFE@ffe155d0ef50d3ccfce39bc209399252,B-email,-0.1647
posIn_Cell_Row_1,c.w.v.s.nlp.component.fe.PositionInCoveringFE@b3485cbedd9763bfe5148a61b8906bb9,B-email,-0.1526
posIn_Cell_Row_2,c.w.v.s.nlp.component.fe.PositionInCoveringFE@b3485cbedd9763bfe5148a61b8906bb9,B-email,0.1487
PNnECh_3=ail,c.w.n.u.f.cell.charFEs.PreviousNnonEmptyCharsFE@235443977571d92a55d11a2664dac2db,B-email,0.1452
PNnECh_4=mail,c.w.n.u.f.cell.charFEs.PreviousNnonEmptyCharsFE@267f399f3dbf3064d6e21ae4dad891ae,B-email,0.1452
PNnECh_2=il,c.w.n.u.f.cell.charFEs.PreviousNnonEmptyCharsFE@c75f82e0c44297e7e2026fcc8012fb67,B-email,0.1447
FNF_supplier_name_LayoutBlock,c.w.v.s.n.c.fe.ner.IsFirstNerInFocusElementFE@55f668c89403ee9394e329e6b571b957,B-email,-0.1343
special_char=(,c.w.nlp.uima.fe.token.SpecialCharFE@6b459f5451e4fe06fd4e40ac8aa4833d,B-email,-0.1329
LNIFA_supplier_name_Cell,c.w.v.s.n.c.fe.ner.IsLastNerInFocusElementFE@e75289053b123accc9fabc8ab6170840,B-email,-0.1308
F_PR_0_3_1_special_char=-,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.SpecialCharFE@08da2c68c7240921a5ba223e196c039d,B-email,0.1294
F_PR_0_3_0_SmlKwrds_8_0_email,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.n.component.fe.SimilarityToKeywordsFE@d1ce817adc92031ecc29e7a6a0a2ce45,B-email,0.1262
F_FL_0_5_4_CI_NamedEntity_1_ElementProperty_mentionType=supplier_name,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@79733beb6dc6bf4fc345d262b6b91b9c,B-email,-0.1241
