FEATURE_NAME,FEATURE_EXTRACTOR,CLASS,SCORE
NGW_W2_PR_0_3_1_special_char=-=1.0,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.SpecialCharFE@fd278929f08491bc4e25e99fb8dac064,I-invoice_number,-0.1048
pos_in_cell=end,c.w.v.n.u.f.sentence.position.PositionInCoveringFE@81ed0ed1544708a2f3037d0d224ad0d4,I-invoice_number,-0.1041
cell_size=many,c.w.v.n.u.f.sentence.position.PositionInCoveringFE@81ed0ed1544708a2f3037d0d224ad0d4,I-invoice_number,-0.1030
in_first_10_lines,c.w.a.f.c.IsInFirstOrLastNLinesInDocumentFeatureExtractor@323303939bcbe6b3fdd5e5e751f94eca,I-invoice_number,0.0973
F_FL_0_3_1_ALC_AutoMLToken=11,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@ccdff18b2b1fc87d90385c212103873e,I-invoice_number,-0.0968
posIn_Cell_Row_2,c.w.v.s.nlp.component.fe.PositionInCoveringFE@b3485cbedd9763bfe5148a61b8906bb9,I-invoice_number,-0.0924
XxN=x,c.w.vds.nlp.uima.fe.token.CharPatternXxNFE@b5e81e3c9768332c44f2236f58fae1c1,I-invoice_number,-0.0917
F_PR_0_3_0_ALC_AutoMLToken=invoice,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.nlp.component.fe.LowerCaseWordshapeFE@d7291e75fc9cf1ce5f016b31ebff9e4f,I-invoice_number,-0.0868
posIn_Token_LayoutBlock_2,c.w.v.s.nlp.component.fe.PositionInCoveringFE@89aaa76fc4fbae2aa21f25bd9ca3c5a1,I-invoice_number,0.0842
XxN_X,c.w.n.uima.fe.cell.tokenFEs.CellTokenXxNFE@e791a11e0582ad6b4ffbc8752ade6e34,I-invoice_number,0.0799
invoice_number_keywords_preceded,c.w.a.f.g.IsPrecededWithKeywordsInLineFeatureExtractor@fdf033af6b79e2c7e3876f3537c00856,I-invoice_number,0.0789
tokenOcr_LEFT_1=date,c.w.nlp.uima.fe.onlinemodel.LineTokenOcrFE@a3562b62691b58b9e928f1a7075a72ab,I-invoice_number,-0.0780
XxN=_,c.w.vds.nlp.uima.fe.token.CharPatternXxNFE@b5e81e3c9768332c44f2236f58fae1c1,I-invoice_number,-0.0772
F_FL_0_3_1_special_char=-,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.SpecialCharFE@8e6f1ce5f0f7d2251f7e30af782b0029,I-invoice_number,-0.0724
PNnECh_1=e,c.w.n.u.f.cell.charFEs.PreviousNnonEmptyCharsFE@cbd622ef0ba3cde30d7b8e5d4af8e0d7,I-invoice_number,-0.0707
X1xN3=X1x,c.w.v.nlp.uima.fe.token.CharPatternX1xN3FE@f578320dc258065cfbe8f395bf853565,I-invoice_number,-0.0706
