FEATURE_NAME,FEATURE_EXTRACTOR,CLASS,SCORE
Is1stInFocus_AutoMLToken_Cell,c.w.n.u.f.cell.tokenFEs.IsFirstElementInFocusFE@772d94c38090fc1a26352f9a1dd2599e,I-price,-0.0534
F_CI_Cell_0_CNFIC_2_0_2_SmlKwrds_8_0_unit price,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.n.component.fe.SimilarityToKeywordsFE@df8067f08dfe9910dced361d78719c1e,I-price,0.0505
F_CI_Cell_0_CNUNE_2_0_2_SmlKwrds_8_0_unit price,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.n.component.fe.SimilarityToKeywordsFE@b75a6b0aef8cc1f7577d5217102732f2,I-price,0.0504
PNnECh_1,c.w.n.u.f.cell.charFEs.PreviousNnonEmptyCharsFE@cbd622ef0ba3cde30d7b8e5d4af8e0d7,I-price,-0.0462
ClClmnKwrd_unit price,c.w.n.u.fe.cell.columnFEs.CellColumnKeywordFE@c94c80a11f6da481d3fdaa9bfe8cbaf6,I-price,0.0425
F_FL_0_5_2_CI_NamedEntity_0_ElementProperty_mentionType=supplier_name,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@79733beb6dc6bf4fc345d262b6b91b9c,I-price,-0.0391
F_CI_Cell_0_CNLNE_2_2_1_F_C_NamedEntity_1_ElementProperty_mentionType=priceWithoutCurrency,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@b1072d225f969d8a0543973cc91f850a,I-price,0.0377
PNnECh_5,c.w.n.u.f.cell.charFEs.PreviousNnonEmptyCharsFE@6a42ed28bba9af899affb58472af8379,I-price,-0.0373
IsDigitGroupInteger,c.w.n.uima.fe.token.IsDigitGroupIntegerFE@026d56d77aa00f31d44b482e30730655,I-price,-0.0341
ClClmnKwrd_$,c.w.n.u.fe.cell.columnFEs.CellColumnKeywordFE@c94c80a11f6da481d3fdaa9bfe8cbaf6,I-price,-0.0309
F_CI_Cell_0_F_C_NamedEntity_1_ElementProperty_mentionType=currencyCode,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@e9bbf742b1786ec6956c8d4329357240,I-price,-0.0307
F_CI_Cell_0_F_C_NamedEntity_0_ElementProperty_mentionType=currencyCode,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@e9bbf742b1786ec6956c8d4329357240,I-price,-0.0307
F_CI_Cell_0_F_C_NamedEntity_0_ElementProperty_mentionType=priceWithoutCurrency,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@e9bbf742b1786ec6956c8d4329357240,I-price,0.0280
F_CI_Cell_0_F_C_NamedEntity_1_ElementProperty_mentionType=priceWithoutCurrency,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@e9bbf742b1786ec6956c8d4329357240,I-price,0.0279
F_CI_Line_0_FL_0_2_0_KwrdInAnn_tota_Line,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.v.s.n.component.fe.FocusElementKeywordsFE@90b22015595da897cb68f0fcb91f50fd,I-price,-0.0272
CFRSCCT_WK_DigitGroupNumber,c.w.n.u.f.c.r.CellFirstRowSameColumnCoveredTokenFE@2e208bcb3c848af9798234d5659767b9,I-price,-0.0261
