SCORE,ACCURACY,EXTRACTED,GOLD,CORRECT
0.646246,0.9681978798586572,283,356,274
0.645728,0.9683098591549296,284,356,275
0.643031,0.968421052631579,285,356,276
0.642132,0.9685314685314685,286,356,277
0.640341,0.9651567944250871,287,356,277
0.633547,0.9652777777777778,288,356,278
0.629932,0.9619377162629758,289,356,278
0.629749,0.9620689655172414,290,356,279
0.6273,0.9621993127147767,291,356,280
0.618216,0.9623287671232876,292,356,281
0.609809,0.9590443686006825,293,356,281
0.603728,0.9591836734693877,294,356,282
0.602543,0.9593220338983051,295,356,283
0.599408,0.956081081081081,296,356,283
0.592604,0.9562289562289562,297,356,284
0.58558,0.9563758389261745,298,356,285
0.582879,0.9565217391304348,299,356,286
0.578363,0.9566666666666667,300,356,287
0.573167,0.9572368421052632,304,356,291
0.569724,0.9540983606557377,305,356,291
0.569517,0.954248366013072,306,356,292
0.562897,0.9543973941368078,307,356,293
0.562724,0.9545454545454546,308,356,294
0.553265,0.9514563106796117,309,356,294
0.552495,0.9516129032258065,310,356,295
0.552035,0.9517684887459807,311,356,296
0.547697,0.9487179487179487,312,356,296
0.545151,0.9456869009584664,313,356,296
0.54404,0.945859872611465,314,356,297
0.542077,0.9428571428571428,315,356,297
0.530669,0.9430379746835443,316,356,298
0.525985,0.9400630914826499,317,356,298
0.523337,0.9371069182389937,318,356,298
0.512866,0.9373040752351097,319,356,299
0.509982,0.9375,320,356,300
0.501615,0.9376947040498442,321,356,301
0.489289,0.9347826086956522,322,356,301
0.481944,0.934984520123839,323,356,302
0.476048,0.9320987654320988,324,356,302
0.474686,0.9323076923076923,325,356,303
0.474305,0.9294478527607362,326,356,303
0.468211,0.926605504587156,327,356,303
0.462097,0.9237804878048781,328,356,303
0.46098,0.9240121580547113,329,356,304
0.455402,0.9242424242424242,330,356,305
0.445612,0.9244712990936556,331,356,306
0.442697,0.9246987951807228,332,356,307
0.436023,0.9219219219219219,333,356,307
0.435759,0.9191616766467066,334,356,307
0.431723,0.9164179104477612,335,356,307
0.429192,0.9136904761904762,336,356,307
0.423917,0.913946587537092,337,356,308
0.422677,0.9142011834319527,338,356,309
0.4219,0.9144542772861357,339,356,310
0.392562,0.9147058823529411,340,356,311
0.356682,0.9149560117302052,341,356,312
0.0,0.9149560117302052,341,356,312
