FEATURE_NAME,FEATURE_EXTRACTOR,CLASS,SCORE
F_FL_0_5_3_CI_NamedEntity_1_ElementProperty_mentionType=zipcode,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@79733beb6dc6bf4fc345d262b6b91b9c,S-invoice_date,-0.2606
XxN=N_N,c.w.vds.nlp.uima.fe.token.CharPatternXxNFE@b5e81e3c9768332c44f2236f58fae1c1,S-invoice_date,0.2597
IsLastNumLineInCell,c.w.n.u.f.cell.lineFEs.IsLastNumericLineInCellFE@cc04e1c133f7cfc2ba63530dd6fe0337,S-invoice_date,-0.2596
F_FL_0_3_2_special_char=-,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.SpecialCharFE@8e6f1ce5f0f7d2251f7e30af782b0029,S-invoice_date,-0.2584
F_PR_0_3_0_F_CI_NamedEntity_2_ElementProperty_mentionType=date,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@784c19393e7b9a1f2627f5a643aa2054,S-invoice_date,-0.2583
F_CI_Line_0_F_C_NamedEntity_1_ElementProperty_mentionType=year,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@be2f3084508d2c50c92f6e56e59f6fd3,S-invoice_date,0.2400
F_FL_0_5_4_CI_NamedEntity_0_ElementProperty_mentionType=supplier_name,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@79733beb6dc6bf4fc345d262b6b91b9c,S-invoice_date,0.2374
F_PR_0_3_0_F_CI_NamedEntity_1_ElementProperty_mentionType=month,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@784c19393e7b9a1f2627f5a643aa2054,S-invoice_date,-0.2329
F_PR_0_3_0_F_CI_NamedEntity_0_ElementProperty_mentionType=month,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@784c19393e7b9a1f2627f5a643aa2054,S-invoice_date,-0.2319
F_FL_0_3_0_F_CI_NamedEntity_2_ElementProperty_mentionType=phone,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@035b83bbf43e648e42419bd844d84286,S-invoice_date,0.2310
F_FL_0_3_1_special_char=.,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.SpecialCharFE@8e6f1ce5f0f7d2251f7e30af782b0029,S-invoice_date,0.2306
NGW_W3_PR_0_3_0_special_char=/=1.0,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.SpecialCharFE@1d57c3c5651f0ef5f6e45481fd6320be,S-invoice_date,-0.2301
First_1_Char,c.w.nlp.uima.fe.token.FirstNCharsFE@cc383f0b515d13936818694c5adbda2a,S-invoice_date,-0.2263
XxN=x,c.w.vds.nlp.uima.fe.token.CharPatternXxNFE@b5e81e3c9768332c44f2236f58fae1c1,S-invoice_date,-0.2255
F_CI_Line_0_FL_0_2_1_F_C_NamedEntity_2_ElementProperty_mentionType=companySuffix,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.ElementPropertyFE@c2a64d8c6b9d03c9d9fd61c3413e991b,S-invoice_date,0.2228
PCSLCT_Date,c.w.n.u.f.c.c.PreviousCellSameLineCoveredTokensFE@e6bbe91568cedfea37f7e0f97f247e79,S-invoice_date,0.2214
F_PR_0_3_2_special_char=-,c.w.n.u.fe.context.ContextFeatureExtractor$c.w.nlp.uima.fe.token.SpecialCharFE@08da2c68c7240921a5ba223e196c039d,S-invoice_date,-0.2203
E-NER_date,c.w.nlp.uima.fe.token.IsEndOfNamedEntityFE@5a4278d197b3e3d68cee0520f9545c4e,S-invoice_date,0.2183
