CHAIN,CORRECT,TOTAL,ACCURACY
CapitalizeNormalizer->WhitespaceNormalizer->MapDocumentTextToValueNormalizer,326,359,0.9080779944289693
WhitespaceNormalizer->CapitalizeNormalizer->MapDocumentTextToValueNormalizer,326,359,0.9080779944289693
WhitespaceNormalizer->MapDocumentTextToValueNormalizer->CapitalizeNormalizer,262,359,0.7298050139275766
UpperCaseNormalizer->CapitalizeNormalizer->WhitespaceNormalizer,11,359,0.03064066852367688
UpperCaseNormalizer->WhitespaceNormalizer->CapitalizeNormalizer,11,359,0.03064066852367688
CapitalizeNormalizer->UpperCaseNormalizer->WhitespaceNormalizer,11,359,0.03064066852367688
CapitalizeNormalizer->WhitespaceNormalizer->UpperCaseNormalizer,11,359,0.03064066852367688
WhitespaceNormalizer->CapitalizeNormalizer->UpperCaseNormalizer,11,359,0.03064066852367688
WhitespaceNormalizer->UpperCaseNormalizer->CapitalizeNormalizer,11,359,0.03064066852367688
LowerCaseNormalizer->CapitalizeNormalizer->WhitespaceNormalizer,251,359,0.6991643454038997
LowerCaseNormalizer->WhitespaceNormalizer->CapitalizeNormalizer,251,359,0.6991643454038997
CapitalizeNormalizer->LowerCaseNormalizer->WhitespaceNormalizer,5,359,0.013927576601671309
CapitalizeNormalizer->WhitespaceNormalizer->LowerCaseNormalizer,5,359,0.013927576601671309
WhitespaceNormalizer->CapitalizeNormalizer->LowerCaseNormalizer,5,359,0.013927576601671309
WhitespaceNormalizer->LowerCaseNormalizer->CapitalizeNormalizer,251,359,0.6991643454038997
MapDocumentTextToValueNormalizer->PunctuationRemoveNormalizer->WhitespaceNormalizer,272,359,0.7576601671309192
MapDocumentTextToValueNormalizer->WhitespaceNormalizer->PunctuationRemoveNormalizer,272,359,0.7576601671309192
PunctuationRemoveNormalizer->MapDocumentTextToValueNormalizer->WhitespaceNormalizer,323,359,0.8997214484679665
PunctuationRemoveNormalizer->WhitespaceNormalizer->MapDocumentTextToValueNormalizer,323,359,0.8997214484679665
WhitespaceNormalizer->PunctuationRemoveNormalizer->MapDocumentTextToValueNormalizer,323,359,0.8997214484679665
WhitespaceNormalizer->MapDocumentTextToValueNormalizer->PunctuationRemoveNormalizer,272,359,0.7576601671309192
UpperCaseNormalizer->PunctuationRemoveNormalizer->WhitespaceNormalizer,10,359,0.027855153203342618
UpperCaseNormalizer->WhitespaceNormalizer->PunctuationRemoveNormalizer,10,359,0.027855153203342618
PunctuationRemoveNormalizer->UpperCaseNormalizer->WhitespaceNormalizer,10,359,0.027855153203342618
PunctuationRemoveNormalizer->WhitespaceNormalizer->UpperCaseNormalizer,10,359,0.027855153203342618
WhitespaceNormalizer->PunctuationRemoveNormalizer->UpperCaseNormalizer,10,359,0.027855153203342618
WhitespaceNormalizer->UpperCaseNormalizer->PunctuationRemoveNormalizer,10,359,0.027855153203342618
LowerCaseNormalizer->PunctuationRemoveNormalizer->WhitespaceNormalizer,4,359,0.011142061281337047
LowerCaseNormalizer->WhitespaceNormalizer->PunctuationRemoveNormalizer,4,359,0.011142061281337047
PunctuationRemoveNormalizer->LowerCaseNormalizer->WhitespaceNormalizer,4,359,0.011142061281337047
PunctuationRemoveNormalizer->WhitespaceNormalizer->LowerCaseNormalizer,4,359,0.011142061281337047
WhitespaceNormalizer->PunctuationRemoveNormalizer->LowerCaseNormalizer,4,359,0.011142061281337047
WhitespaceNormalizer->LowerCaseNormalizer->PunctuationRemoveNormalizer,4,359,0.011142061281337047
CapitalizeNormalizer->PunctuationRemoveNormalizer->WhitespaceNormalizer,248,359,0.6908077994428969
