ACCURACY,RATE
0.000,0.7915254237288135
0.005,0.7915254237288135
0.010,0.7915254237288135
0.015,0.7915254237288135
0.020,0.7915254237288135
0.025,0.7915254237288135
0.030,0.7915254237288135
0.035,0.7915254237288135
0.040,0.7915254237288135
0.045,0.7915254237288135
0.050,0.7915254237288135
0.055,0.7915254237288135
0.060,0.7915254237288135
0.065,0.7915254237288135
0.070,0.7915254237288135
0.075,0.7915254237288135
0.080,0.7915254237288135
0.085,0.7915254237288135
0.090,0.7915254237288135
0.095,0.7915254237288135
0.100,0.7915254237288135
0.105,0.7915254237288135
0.110,0.7915254237288135
0.115,0.7915254237288135
0.120,0.7915254237288135
0.125,0.7915254237288135
0.130,0.7915254237288135
0.135,0.7915254237288135
0.140,0.7915254237288135
0.145,0.7915254237288135
0.150,0.7915254237288135
0.155,0.7915254237288135
0.160,0.7915254237288135
0.165,0.7915254237288135
0.170,0.7915254237288135
0.175,0.7915254237288135
0.180,0.7915254237288135
0.185,0.7915254237288135
0.190,0.7915254237288135
0.195,0.7915254237288135
0.200,0.7915254237288135
0.205,0.7915254237288135
0.210,0.7915254237288135
0.215,0.7915254237288135
0.220,0.7915254237288135
0.225,0.7915254237288135
0.230,0.7915254237288135
0.235,0.7915254237288135
0.240,0.7915254237288135
0.245,0.7915254237288135
0.250,0.7915254237288135
0.255,0.7915254237288135
0.260,0.7915254237288135
0.265,0.7915254237288135
0.270,0.7915254237288135
0.275,0.7915254237288135
0.280,0.7915254237288135
0.285,0.7915254237288135
0.290,0.7915254237288135
0.295,0.7915254237288135
0.300,0.7915254237288135
0.305,0.7915254237288135
0.310,0.7915254237288135
0.315,0.7915254237288135
0.320,0.7915254237288135
0.325,0.7915254237288135
0.330,0.7915254237288135
0.335,0.7915254237288135
0.340,0.7915254237288135
0.345,0.7915254237288135
0.350,0.7915254237288135
0.355,0.7915254237288135
0.360,0.7915254237288135
0.365,0.7915254237288135
0.370,0.7915254237288135
0.375,0.7915254237288135
0.380,0.7915254237288135
0.385,0.7915254237288135
0.390,0.7915254237288135
0.395,0.7915254237288135
0.400,0.7915254237288135
0.405,0.7915254237288135
0.410,0.7915254237288135
0.415,0.7915254237288135
0.420,0.7915254237288135
0.425,0.7915254237288135
0.430,0.7915254237288135
0.435,0.7915254237288135
0.440,0.7915254237288135
0.445,0.7915254237288135
0.450,0.7915254237288135
0.455,0.7915254237288135
0.460,0.7915254237288135
0.465,0.7915254237288135
0.470,0.7915254237288135
0.475,0.7915254237288135
0.480,0.7915254237288135
0.485,0.7915254237288135
0.490,0.7915254237288135
0.495,0.7915254237288135
0.500,0.7915254237288135
0.505,0.7915254237288135
0.510,0.7915254237288135
0.515,0.7915254237288135
0.520,0.7915254237288135
0.525,0.7915254237288135
0.530,0.7915254237288135
0.535,0.7915254237288135
0.540,0.7915254237288135
0.545,0.7915254237288135
0.550,0.7915254237288135
0.555,0.7915254237288135
0.560,0.7915254237288135
0.565,0.7915254237288135
0.570,0.7915254237288135
0.575,0.7915254237288135
0.580,0.7915254237288135
0.585,0.7915254237288135
0.590,0.7915254237288135
0.595,0.7915254237288135
0.600,0.7915254237288135
0.605,0.7915254237288135
0.610,0.7915254237288135
0.615,0.7915254237288135
0.620,0.7915254237288135
0.625,0.7915254237288135
0.630,0.7915254237288135
0.635,0.7915254237288135
0.640,0.7915254237288135
0.645,0.7915254237288135
0.650,0.7915254237288135
0.655,0.7915254237288135
0.660,0.7915254237288135
0.665,0.7915254237288135
0.670,0.7915254237288135
0.675,0.7915254237288135
0.680,0.7915254237288135
0.685,0.7915254237288135
0.690,0.7915254237288135
0.695,0.7915254237288135
0.700,0.7915254237288135
0.705,0.7915254237288135
0.710,0.7915254237288135
0.715,0.7915254237288135
0.720,0.7915254237288135
0.725,0.7915254237288135
0.730,0.7915254237288135
0.735,0.7915254237288135
0.740,0.7915254237288135
0.745,0.7915254237288135
0.750,0.7915254237288135
0.755,0.7915254237288135
0.760,0.7915254237288135
0.765,0.7915254237288135
0.770,0.7915254237288135
0.775,0.7915254237288135
0.780,0.7915254237288135
0.785,0.7915254237288135
0.790,0.7915254237288135
0.795,0.7915254237288135
0.800,0.7915254237288135
0.805,0.7915254237288135
0.810,0.7915254237288135
0.815,0.7915254237288135
0.820,0.7915254237288135
0.825,0.7915254237288135
0.830,0.7881355932203390
0.835,0.7881355932203390
0.840,0.7881355932203390
0.845,0.7881355932203390
0.850,0.7796610169491526
0.855,0.7525423728813560
0.860,0.7525423728813560
0.865,0.7474576271186440
0.870,0.7474576271186440
0.875,0.7474576271186440
0.880,0.7440677966101695
0.885,0.7440677966101695
0.890,0.7440677966101695
0.895,0.7440677966101695
0.900,0.7423728813559322
0.905,0.7406779661016949
0.910,0.7406779661016949
0.915,0.7389830508474576
0.920,0.7372881355932204
0.925,0.7372881355932204
0.930,0.7305084745762712
0.935,0.7288135593220338
0.940,0.7288135593220338
0.945,0.6677966101694915
0.950,0.6661016949152543
0.955,0.6525423728813560
0.960,0.6135593220338983
0.965,0.5661016949152542
0.970,0.5152542372881356
0.975,0.4576271186440678
0.980,0.4423728813559322
0.985,0.4423728813559322
0.990,0.4389830508474577
0.995,0.4389830508474577
1.000,0.4389830508474577
